label,english,german
0,Unversed in the jargon of the social scientist.,Unververtont im Jargon des Sozialwissenschaftlers.
0,Adams staked his claim for a place in the Olympic team with his easy win yesterday.,Adams steckte seinen Anspruch auf einen Platz in der Olympiamannschaft gestern mit seinem einfachen Sieg.
0,We drove through three time zones for veal scaloppini?,Wir fuhren dreimalige Zonen für Kalbs Scaloppini?
0,But it has been a tortuous and cumbersome journey.,Aber es war eine gewundene und umständliche Reise.
1,His muse pullulated with dizzying speed.,Seine Muse zog mit schwindelerregender Geschwindigkeit.
0,I've arranged a lunch with him next Thursday at which I intend to unfold my proposal.,"Ich habe am nächsten Donnerstag ein Mittagessen mit ihm arrangiert, bei dem ich meinen Vorschlag entfalten möchte."
1,"Time, whose tooth gnaws away everything else, is powerless against truth.","Die Zeit, deren Zahn alles andere wegnimmt, ist gegen die Wahrheit machtlos."
0,"So you see, imagination needs moodling - long, inefficient, happy idling , dawdling and puttering.","Sie sehen also, dass Vorstellungskraft stimmungsvoll - lang, ineffizient, glücklich im Leerlauf, ein Trödeln und Putter."
0,"Then, without more ado, he turned on his heel and left, slamming the door behind him.","Dann drehte er sich ohne mehr Ado auf die Ferse und ging, die Tür hinter sich schlug."
1,"Love a person too much,the heart will be drunk;Hate a person too long,the heart will be broken.","Liebe einen Menschen zu sehr, das Herz wird betrunken sein; hassen Sie eine Person zu lange, das Herz wird gebrochen."
0,How can he afford to buy himself a brand new car?,"Wie kann er es sich leisten, sich ein brandneues Auto zu kaufen?"
0,I think my watch is bust.,"Ich denke, meine Uhr ist Büste."
0,Pretty meaty stuff for an art history major who formerly knew squat about the squabble.,"Ziemlich fleischig für einen Kunstgeschichte, der früher Hocke über den Streit kannte."
1,Republicans try to undermine the president at every turn and offer their nostrum of tax-cuts-will-solve-everything - without ever specifying what services they'll give up to pay for them.,"Die Republikaner versuchen, den Präsidenten auf Schritt und Tritt zu untergraben und ihr Nostrum an steuerlichen Schnitten anzubieten-was Sie-alles-alles-ohne festzustellen, welche Dienstleistungen sie für sie geben werden."
1,"Will he, like his predecessor, view inflation as Enemy Number One?","Wird er, wie sein Vorgänger, die Inflation als Feind Nummer eins betrachten?"
0,It would be hypocritical of me to have a church wedding when I don't believe in God.,"Es wäre scheinheilig für mich, eine kirchliche Hochzeit zu haben, wenn ich nicht an Gott glaube."
0,Don't forget to invite the Jordans.,"Vergessen Sie nicht, die Jordanien einzuladen."
1,He is full of deceit.,Er ist voller Betrug.
0,Experience the best of Canberra on this full day Hop-On Hop-Off sightseeing Discovery tour of the Australian capital city.,Erleben Sie das Beste von Canberra an diesem Ganztägigen Hop-On-Hop-Off-Entdeckungstour durch die australische Hauptstadt.
1,I pray that death may not intervene to prevent our meeting with my darling children.,"Ich bete, dass der Tod nicht eingreifen kann, um unser Treffen mit meinen geliebten Kindern zu verhindern."
1,The rain turned our holiday into a veritable disaster.,Der Regen verwandelte unseren Urlaub in eine wahre Katastrophe.
1,The slow pace of construction gave Horton a chance to linger lovingly over every feature of his new headquarters.,"Das langsame Bautempo gab Horton die Möglichkeit, über jedes Merkmal seines neuen Hauptquartiers liebevoll zu verweilen."
0,The backdrop of 1950s Harlem is violent and sinister and the direction pulls few punches.,Der Hintergrund der 1950er Jahre ist Harlem gewalttätig und unheimlich und die Richtung zieht nur wenige Schläge.
0,Ministers are as keen as ever to wrap their activities in a shroud of secrecy.,"Minister sind so daran interessiert wie immer, ihre Aktivitäten in eine Geheimhaltung zu wickeln."
0,"Want to surveil workers for any tell-tale signs of ""antisocial behavior"" such as union organizing?","Möchten Sie Arbeitnehmer auf verräterische Anzeichen von ""asozialem Verhalten"" wie die Organisation der Union überwachen?"
0,Managers now dutifully bring back the brief.,Manager bringen jetzt pflichtbewusst den Brief zurück.
0,The beauty spot brings back horrific memories for the couple; memories of a night they were not meant to survive.,"Der Schönheitspunkt bringt schreckliche Erinnerungen für das Paar zurück; Erinnerungen an eine Nacht, die sie nicht überleben sollten."
0,We don't need to stint ourselves-have some more!,Wir müssen uns nicht mehr unterhalten!
0,Harry was a nasty foul-mouthed old devil.,Harry war ein böser alter Teufel mit schlechtem Mund.
0,Fletcher Reede is a cartoon character with real heart.,Fletcher Reede ist ein Cartoon -Charakter mit echtem Herzen.
1,I know myself and I'm sure that the task of writing the XSL style sheet to transform the intermediate document would be a never-ending story.,"Ich kenne mich selbst und ich bin sicher, dass die Aufgabe, das XSL-Stilblatt zu schreiben, um das Zwischendokument zu verändern, eine unendliche Geschichte wäre."
0,Rosie said with that upper lip twisting in scorn.,Sagte Rosie mit dieser Oberlippe in Verachtung.
0,"Keep flax from fire,youth from gaming.","Halten Sie Flachs vom Feuer ab, Jugendliche vom Spielen."
0,Love the animals: God has given them the rudiments of thought and joy untroubled,Liebe die Tiere: Gott hat ihnen die Grundlüde des Denkens und der Freude gegeben
0,Let's make an evening of it and catch the last train home.,Lassen Sie uns einen Abend daraus machen und den letzten Zug nach Hause fangen.
0,This rat wanted to eat ropes the way Gene Kelly wanted to sing and dance.,"Diese Ratte wollte Seile essen, wie Gene Kelly singen und tanzen wollte."
0,And it also became apparent that schnapps and singing went hand - in - hand.,"Und es wurde auch deutlich, dass Schnapps und Singen in Hand - in - Hand gingen."
0,Isabel schooled her features into an expression of remote serenity.,Isabel schuldete ihre Merkmale in einen Ausdruck der Remote -Gelassenheit.
0,I wouldn't underestimate her if I were you - she's smarter than you think.,"Ich würde sie nicht unterschätzen, wenn ich du wäre - sie ist schlauer als du denkst."
1,"The moxa benefit been lived by the gun muzzle Hai terrors of linger back, see the backset that she want to button up a trigger, and then stumble working out.","Der MOXA -Nutzen wurde von der Waffe Mündung von Hai Terrors of Dinger zurück gelebt, sehen den Hintergrund, dass sie einen Auslöser hochknopft und dann trainiert."
0,Even she makes mistakes occasionally she's only human.,"Sogar sie macht gelegentlich Fehler, sie ist nur menschlich."
1,That raffle was no more squalid than the raffle we all play every day.,"Diese Verlosung war nicht eleganter als die Verlosung, die wir alle jeden Tag spielen."
0,A married woman is always gratified by the capture of a boy's fickle heart.,Eine verheiratete Frau ist immer erfreut über die Eroberung des unbeständigen Herzens eines Jungen.
1,The invisible rays sliced and diced my entrails in search of metal.,Die unsichtbaren Strahlen geschnitten und geworfen meine Eingeweide auf der Suche nach Metall.
1,The house is a mere unsightly excrescence in the landscape.,Das Haus ist eine bloße unansehnliche Auswehung in der Landschaft.
0,In a diary in which she writes everything but the truth.,"In einem Tagebuch, in dem sie alles als die Wahrheit schreibt."
0,I cricked my neck while I was painting the ceiling.,"Ich schaltete meinen Hals, während ich die Decke male."
0,Then why do my ears ring with the lowing of oxen and the bleating of sheep?,Warum klingeln meine Ohren dann mit dem Untergang von Ochsen und dem Blöten von Schafen?
0,I love the hiss and pop of vinyl and the black splotch in the corner when a movie changes reels.,"Ich liebe das Zischen und Pop of Vinyl und den schwarzen Fleck in der Ecke, wenn ein Film die Rollen wechselt."
1,Crooks get on top of the food chain and won't ever voluntarily release their strangleho od grasp of others.,Gauner stehen auf der Nahrungskette und werden ihren Würgepreis anderer nicht freiwillig freigeben.
0,"And, quite frankly, I just let rip.",Und ehrlich gesagt lasse ich einfach RIP.
1,But how does a woman best handle that hellish and uncertain time when her husband is still shopping for the supplements?,"Aber wie geht eine Frau mit dieser höllischen und unsicheren Zeit um, wenn ihr Mann noch die Nahrungsergänzungsmittel einkauft?"
1,Shakur loses his fragile grip on reality and starts blasting away at friends and foe alike.,"Shakur verliert seinen zerbrechlichen Griff auf die Realität und beginnt, Freunde und Feind gleichermaßen zu vertreiben."
1,Makes the rotten dead sit right up.,Lässt die faulen Toten gleich aufs sitzen.
0,A wraith with bright eyes in his gaunt face.,Ein Wraith mit hellen Augen in seinem hageren Gesicht.
0,It's time we dug up those potatoes.,"Es ist Zeit, dass wir diese Kartoffeln ausgegraben haben."
0,"These reforms, untested by pilot evaluations, represent a leap of faith.",Diese durch Pilotbewertungen ungetesteten Reformen stellen einen Glaubenssprung dar.
0,"Mustard in bloom, mustard in art, mustard in food, even a mustard competition.","Senf in Bloom, Senf in Kunst, Senf im Essen, sogar ein Senfwettbewerb."
0,"This lush estate, in verdant sugar cane country and near a gorgeous beach, was the home of actor Raymond Burr, best known for his roles as ""Perry Mason"" and ""Ironside.""","Dieses üppige Anwesen, im grünen Zuckerrohrland und in der Nähe eines wunderschönen Strandes war die Heimat des Schauspielers Raymond Burr, der vor allem für seine Rollen als ""Perry Mason"" und ""Ironside"" bekannt ist."
0,La femme commence par aimer un homme et finit par aimer l'amour.,La Femme beginnt Par Aimer un Homme et end Paramer L'Amour.
0,"In the interior , less is more - 2 bucket seats, steering wheel, gear shifter and a control unit, "" Paulin continues.""","Im Innenraum ist weniger mehr - 2 Eimersitze, Lenkrad, Zahnradschieber und eine Kontrolleinheit ""Paulin fährt fort."""
0,Don't try fobbing off last year's goods on me!,"Versuchen Sie nicht, die Waren des letzten Jahres an mir abzusetzen!"
1,"He sold everything, it appeared, from postage stamps and plimsolls to mousetraps and ham.","Es verkaufte alles, wie er schien, von Briefmarken und Plimsolls bis hin zu Mauskala und Schinken."
0,He forgets I can lean forward in this great chair and give him a good whack across the shoulders.,"Er vergisst, dass ich mich in diesem großartigen Stuhl nach vorne lehnen und ihm einen guten Überblick über die Schultern geben kann."
0,The frost has blighted my crops.,Der Frost hat meine Ernte geschmückt.
0,"Gremlin, one of my longtime favorites, is currently raising the third set of twins in the record books at Gombe.","Gremlin, einer meiner langjährigen Favoriten, erhöht derzeit den dritten Satz von Zwillingen in den Plattenbüchern bei Gombe."
0,"Recollect the feature films of the living desert, the vanishing prairie, the rams butting heads and salmon swimming upstream?","Erinnern Sie sich an die Spielfilme der lebenden Wüste, die verschwindende Prärie, die Rams, die die Köpfe und den Lachs stromaufwärts schwimmen?"
0,"After graduation, BIE is Economics fancy, become a first - line star, but AFF has become BIE broker.","Nach dem Abschluss ist Bie Economics Fancy, wird ein erster - Linienstar, aber AFF ist zu Bie Broker geworden."
1,Thus mellowed to that tender light Which heaven to gaudy day denies.,"So gemildert an das zarte Licht, das der Himmel zum knalligen Tag leugnet."
0,It was smooth and round but he carried it like a sack.,"Es war glatt und rund, aber er trug es wie ein Sack."
1,The Controller's acknowledging smile was as brittle as frosted glass.,Das anerkannte Lächeln des Controllers war so spröde wie ein gefrostetes Glas.
0,Su Fu makes medium preview than be these curiosa now.,Su Fu macht mittlere Vorschau als diese Kurioa jetzt.
1,"Prospect Park, with its vast lake, is a magnet for all health freaks.",Prospect Park mit seinem riesigen See ist ein Magnet für alle Gesundheitsfreaks.
0,At the apex of the pyramid comes Big Brother.,An der Spitze der Pyramide kommt Big Brother.
0,El Pueblo brings to the marketplace an innovative gift store with a touch of Latin class.,El Pueblo bringt einen innovativen Geschenkgeschäft mit einem Hauch von lateinamerikanischer Klasse auf den Markt.
0,He had to wriggle his way out.,Er musste sich seinen Weg draußen wackelten.
0,These were not the dainty and chaste twirls and curtseys of the ballerinas at Lincoln Center.,Dies waren nicht die zierlichen und keuschen Wirbel- und Kürze der Ballerinas im Lincoln Center.
0,Why is my one game playing 3 D giddy?,Warum spielt mein ein Spiel 3 d schwindlig?
0,"Constable, in true British form , laughs in the face of adversity.",Constable lacht in wahrer britischer Form angesichts von Widrigkeiten.
0,It was a difficult scrabble up the smooth - fire - melted?,"Es war schwierig, das glatte Feuer - geschmolzen - geschmolzen?"
1,It was no firework display of precocious talent.,Es war kein Feuerwerk von frühreifem Talent.
0,But there will also be those who will stay with it for its relish of damnation.,"Aber es wird auch diejenigen geben, die für den Genuss der Verdammnis bei ihr bleiben werden."
0,I ought make hay while the sun shines.,"Ich sollte Heu machen, während die Sonne scheint."
1,Sunday clears away the rust of the whole week,Der Sonntag räumt den Rost der ganzen Woche weg
0,We had a humongous row just because she left.,"Wir hatten eine humorvolle Reihe, nur weil sie gegangen ist."
0,We had a week of alternate rain and sunshine.,Wir hatten eine Woche alternativer Regen und Sonnenschein.
0,"At 6,352 yards, par 71, it already offers a stern test of technique without being physically onerous.","Bei 6.352 Yards, Par 71, bietet es bereits einen strengen Techniktest, ohne körperlich belastend zu sein."
1,Nothing could alleviate the old couple's agony of bereavement.,Nichts konnte die Qual des alten Paares an Trauerlager lindern.
0,A woman batters her husband to death with a coffee pot which she for ever after keeps in her shopping bag.,"Eine Frau schlägt ihren Mann mit einer Kaffeekanne zu Tode, die sie für immer in ihrer Einkaufstasche aufbewahrt."
0,Expect it on your doormat in due course.,Erwarten Sie es zu gegebener Zeit auf Ihrer Fußmatte.
0,Now he knows he's in the driver's seat and can wait for a better deal.,"Jetzt weiß er, dass er auf dem Fahrersitz ist und auf ein besseres Angebot warten kann."
1,Return the home in so drunk that resemble a dead same.,"Kehren Sie das Haus in so betrunkener zurück, dass es einem Toten ähnelt."
0,"The death of Lincoln deeply touched great American poet, Walt Whitman, and inspired him to create his most superb elegy When Lilacs Last in the Dooryard Bloom'd.","Der Tod von Lincoln berührte den großen amerikanischen Dichter Walt Whitman und inspirierte ihn, seine großartigste Elegie zu schaffen, als die Lilacs im Dooryard Bloom'd zuletzt."
0,They're prepared to pay top whack for goods like this.,"Sie sind bereit, Top -Whack für solche Waren zu zahlen."
0,"The reviews for ""On a Clear Day"" ran the gamut from contempt to qualified rapture .","Die Bewertungen für ""am klaren Tag"" haben die Bandbreite von Verachtung bis hin zu qualifizierter Entrückung ausgeführt."
0,Not all who had been at the momentous boardroom session left as speedily as Roscoe Heyward.,"Nicht alle, die in der bedeutenden Sitzungssaalsitzung so schnell wie Roscoe Heyward waren."
0,"The actor is a mite more cagey, however, as to his involvement with co-star Penelope Cruz.","Der Schauspieler ist jedoch eine Milbe, die mehr käfigig ist, was seine Beteiligung an Co-Star Penelope Cruz beteiligt."
0,Won't you have a piece of fudge?,Willst du kein Stück Fudge haben?
0,Her long fingernails clacked against the rim of a champagne glass.,Ihre langen Fingernägel klapperten gegen den Rand eines Champagnerglas.
1,His eyes glittered with greed.,Seine Augen glitzerten vor Gier.
0,"I, clad in a cool summer nightie, and Grampy, his sleeveless T - shirt, sat watching the traffic.","Ich kleidete in einem coolen Sommernacht und Grampy, sein ärmelloses T - Hemd, saß den Verkehr an."
0,Getting us all into this with their swaggering and boasting.,Wenn wir uns alle mit ihrer Prahlerei und Prahlerei dazu bringen.
0,Social and economic stability and the natural order call for a full two weeks of diligent goofing off.,Die soziale und wirtschaftliche Stabilität und die natürliche Ordnung erfordern volle zwei Wochen fleißiger Abfänger.
0,"Later, two of my cousins entered law, although one has dropped out to be a chef.","Später traten zwei meiner Cousins ​​in das Gesetz ein, obwohl man sich als Koch ausgewirkt hat."
0,"Are you some sort of navel - gazing , no - fun , mopey type?","Bist du eine Art Nabel - Blick, nein - lustiger, mopiger Typ?"
0,He will wed that waitress next month.,Er wird diese Kellnerin nächsten Monat heiraten.
1,He could come and argue to his heart's content.,Er konnte kommen und aus dem Inhalt seines Herzens streiten.
1,Every voice in nature was unanimous in bespeaking change.,Jede Stimme in der Natur war einstimmig in mattem Veränderung.
0,"Any fool can criticize, condemn, and complain but it takes character and self control to be understanding and forgiving","Jeder Dummkopf kann kritisieren, verurteilen und beschweren, aber es nimmt Charakter und Selbstkontrolle, um zu verstehen und zu verzeihen"
0,"I wanted to curl into a ball, cover my head, and call, Mother!","Ich wollte mich in einen Ball zusammenrollen, meinen Kopf bedecken und anrufen, Mutter!"
0,"Was brought up insensibly, what to want to feel? My feeling is old, you!","Wurde unangemessen angesprochen, was sollte man fühlen? Mein Gefühl ist alt, du!"
0,You can't swallow the promise of financial allocation that you made yesterday.,"Sie können das Versprechen der finanziellen Zuteilung, die Sie gestern gemacht haben, nicht schlucken."
0,What are you moaning about now?,Worüber stöhnst du jetzt?
0,"Her figure is womanly, but as Margarett draws her, the force of her sensuality is androgynous.","Ihre Figur ist weiblich, aber als Margarett sie zieht, ist die Kraft ihrer Sinnlichkeit androgyn."
0,A picture he would mentally frame and save.,"Ein Bild, das er mental rahmen und retten würde."
1,"Spending money on prevention was no more than a ""slush fund.""","Geld für die Prävention auszugeben war nicht mehr als ein ""Slush Fund""."
1,But even your dreams will be but a pale shadow of my true decadence.,Aber auch deine Träume werden nur ein blasser Schatten meiner wahren Dekadenz sein.
0,My boot is pressing against a blister on my toe.,Mein Stiefel drückt gegen eine Blase auf meinem Zeh.
1,Humanity is still to groan under the slavery of ornament.,Die Menschheit ist immer noch unter der Sklaverei des Ornaments zu stöhnen.
1,"We need that certain dunk, that certain kick in the rear, and he definitely gives it to us every game.","Wir brauchen diesen bestimmten Dunk, diesen bestimmten Kick im Heck, und er gibt es uns definitiv jedes Spiel."
0,Should I dash out and buy candles along with my favorite flavored lubricant?,Sollte ich mit meinem Lieblingsschmiermittel mit aromatisiertem aromatisiertem aromatisiertem aromatisiertem Schmiermittel Kerzen kaufen?
0,He creates disorder and manages to convince people only he can resolve it.,"Er schafft eine Unordnung und schafft es, die Menschen nur davon zu überzeugen, dass er sie lösen kann."
0,Reassembling our afflicted Powers.,Zusammenfassung unserer betroffenen Kräfte.
0,Ray Romano is trying to give a reporter a few uninterrupted minutes of his time.,"Ray Romano versucht, einem Reporter ein paar ununterbrochene Minuten seiner Zeit zu geben."
0,"As a pianist, she's a brilliant technician, but she lacks passion.","Als Pianistin ist sie eine brillante Technikerin, aber ihr fehlt ihnen Leidenschaft."
0,This leaves young couples who are peers to navigate the office fishbowl on their own.,"Dies lässt junge Paare, die Gleichaltrige sind, um sich selbst durch das Büro -Fischbogen zu navigieren."
0,"Without iridescent blue eye shadow, an effulgent outfit or a hair-sprayed coif, she looks normal.","Ohne schillernden blauen Lidschatten, ein effizientes Outfit oder ein haarsprayed Coif sieht sie normal aus."
0,"But Masters, that concept is something of a is a paradox, and like a face card it is upside down either way you look at it.","Aber Meister, dieses Konzept ist so etwas von A, ist ein Paradoxon, und wie eine Gesichtskarte ist es auf dem Kopf, dass Sie es sich in beiden Fällen ansehen."
0,The tablets reveal the Minoans as lovers of minutely recorded detail; their labyrinthine architecture reveals a love of complexity and puzzles.,Die Tablets enthüllen die Minoer als Liebhaber von minutiös aufgezeichnetem Detail; Ihre labyrinthische Architektur zeigt eine Liebe zu Komplexität und Rätseln.
0,She dresses her dolls in super expensive Dior label frocks and even has her own yacht.,Sie kleidet ihre Puppen in super teuren Dior -Label -Kleidern und hat sogar ihre eigene Yacht.
0,The Gnome started shaking his hips back and forth and smacking the air like he was spanking some girl's butt on the dance floor.,"Der Gnom schüttelte seine Hüften hin und her und schlug die Luft, als würde er einen Mädchenkolben auf der Tanzfläche versandten."
0,"Taking her by the hand, Gerhardt would issue forth, satisfied to drag first one foot and then the other in order to accommodate his gait to her toddling steps.","Gerhardt nahm sie an der Hand und würde es ausstellen und zufrieden waren, den ersten Fuß und dann den anderen zu ziehen, um sein Gang an ihre Todesschritte aufzunehmen."
1,Her outrageous remarks were/went beyond all reason.,Ihre empörenden Bemerkungen wurden/gingen über alle Gründe hinaus.
0,Where would I find a bunch of grapes? 4.,Wo würde ich ein paar Trauben finden? 4.
0,Gift: A military - style buzz cut to alleviate the stress caused by Sasha's thin headband.,"Geschenk: Ein militärischer Stil, um den durch Sashas dünnen Stirnband verursachten Stress zu lindern."
0,Thinking your memory will get worse as you get older may actually be a self-fulfilling prophecy.,"Wenn Sie denken, dass Ihr Gedächtnis schlechter wird, wenn Sie älter werden, kann dies tatsächlich eine sich selbst erfüllende Prophezeiung sein."
0,Bacher broke into tears as he painted a damning picture of global match-fixing.,"Bacher brach in Tränen aus, als er ein verdammtes Bild des globalen Matchfixierens malte."
1,It was sink or swim as a classroom teacher.,Es war Waschbecken oder Schwimmen als Klassenlehrer.
0,"Yet despite his circumspection Grint, in grey denims and pop punk T-shirt, is excited about two things today.","Trotz seines Umsichtsgrint-Grint, in grauen Denims und Pop-Punk-T-Shirt, ist heute auf zwei Dinge begeistert."
0,The rewards of motherhood outweigh the anguish.,Die Belohnungen der Mutterschaft überwiegen die Angst.
0,A chance to blot out our mistakes and chance failure into winning.,"Eine Chance, unsere Fehler und das Zufallsunternehmen zum Gewinnen auszuräumen."
1,The cars blocking the exits could turn this place into a death trap.,"Die Autos, die die Ausgänge blockieren, konnten diesen Ort in eine Todesfalle verwandeln."
0,I take an absent-minded sip from the mug beside me.,Ich nehme einen abwesenden Schluck von der Becher neben mir.
0,"She and he cohabiting for three years, he gave her sex, have no allure, especially for him machine-made romp and mismanagement sweetness character also feel drab abnormalities.","Sie und er zusammenleben drei Jahre lang zusammen, er gab ihr Sex, hat keine Anziehungskraft, besonders für ihn, maschinell hergestellte Toben und Misswirtschafts Süße, die auch treue Anomalien verspüren."
1,"Lie down and finish out the night, since you ARE here; but, for heaven's sake! don't repeat that horrid noise: nothing could excuse it, unless you were having your throat cut!'","Legen Sie sich hin und beenden Sie die Nacht, da Sie hier sind; Aber um Himmels willen! Wiederholen Sie dieses schreckliche Geräusch nicht: Nichts könnte es entschuldigen, es sei denn, Sie hätten Ihren Hals geschnitten! '"
0,I don't want her to toss in her opinion while I ma speaking.,"Ich möchte nicht, dass sie ihrer Meinung nach während ich spreche."
0,"In spite of his recent misbehaviour, he is, at the bottom, a good man.",Trotz seines jüngsten Fehlverhaltens ist er unten ein guter Mann.
0,I can't abide the allurement.,Ich kann die Anspielung nicht einhalten.
0,I exit at Vermont Avenue and plunge to ward the screams of sirens in South Central.,"Ich gehe in der Vermont Avenue aus und stelle, um die Schreie der Sirenen in South Central zu verhindern."
0,I might even have griped about my existence with the Gorengs and thought wistfully of alternatives.,Ich hätte mich vielleicht sogar über meine Existenz mit den Gorenengs gepackt und mich wehmütig über Alternativen nachgedacht haben.
0,"But when you Young , what the fuck you expect ? Yep , yep.","Aber wenn du jung bist, was zum Teufel erwartest du? Yep Yep."
1,I'll remember your kindness to my dying day.,Ich werde mich an Ihre Freundlichkeit zu meinem sterbenden Tag erinnern.
0,She sold her record player to Eric from the top floor.,Sie verkaufte ihre Plattenspieler von der obersten Etage an Eric.
0,It is a love which has been kept in ignorance: haven't women been kept uninformed for long enough?,"Es ist eine Liebe, die in Unwissenheit gehalten wurde: Haben Frauen nicht lange genug uninformiert?"
0,But I was successful in persuading the President to eschew the salt air aboard the Compassion.,"Aber es war mir erfolgreich, den Präsidenten zu überreden, die Salzluft an Bord des Mitgefühls zu meiden."
0,"The future of Chinese Yahoo after all how, of Ma Yun "" relieve the besieged by attacking the base of the besieger "" lift whether guide Chinese Yahoo to walk out of predicament, is the trend brilliant?","Die Zukunft des chinesischen Yahoo, doch wie von Ma Yun ""die Belagerte durch den Angriff auf die Basis des Belsiegers"" heben, ob chinesische Yahoo den Trend aus der Situation herausgeht, ist der Trend brillant?"
1,"But, still in a faint, golden glow from her dandelion dream, she fingered the typewriter keys absently for a little while, with her mind and heart in the meadow lane with her young farmer.","Aber immer noch in einem schwachen, goldenen Leuchten aus ihrem Löwenzahn -Traum, fingerte sie die Schreibmaschinenschlüssel für eine Weile abwesend, mit ihrem Verstand und ihrem Herzen in der Wiesenspur mit ihrem jungen Bauern."
0,You push and I'll pull.,Du drückst und ich werde ziehen.
1,You can't tell her that joke-she's much too prim and proper .,"Man kann ihr nicht sagen, dass Witz-sie viel zu prim und richtig ist."
0,"In real life, we need is nether fame and fortune, nor the money, but safety!","Im wirklichen Leben brauchen wir beidurchschnittlich Ruhm und Glück, noch das Geld, aber Sicherheit!"
0,"She crouched on the lino, her face flushed from the fire, fingering that string of Christmas cracker beads.","Sie hockte sich auf dem Lino, ihr Gesicht spülte sich aus dem Feuer und fingert diese Reihe von Weihnachtscracker -Perlen."
0,But my attention was continually pulled toward that deep malt aroma filling the air.,"Aber meine Aufmerksamkeit wurde ständig auf dieses tiefe Malzaroma gezogen, das die Luft füllte."
1,Two bloody wars and we're still content to snooze and let that lot get on with it.,"Zwei blutige Kriege und wir sind immer noch zufrieden damit, sich zu schlangen und das Los dazu zu bringen."
0,"I'd like a half grapefruit, coffee, scrambled eggs and bacon.","Ich hätte gerne eine halbe Grapefruit, Kaffee, Rührei und Speck."
1,"For his blasphemy and irresponsible behaviour, he was doomed to wander about like a sea-tossed ghost, never to rest again.","Für seine Blasphemie und sein verantwortungsloses Verhalten war er zum Scheitern verurteilt, um wie ein Meeresgeister herumzuwandern, um sich nie wieder auszuruhen."
0,"The whooper swan, like its onomatopoeic cousins, the whistling and the trumpeter, belongs to an elegant society of sisters; the mute, Bewick's, black, and black-necked fill out the ranks.","Der Whooper Swan gehört wie seine Onomatopoeischen Cousins, der Pfeifen und der Trompeter, einer eleganten Gesellschaft der Schwestern; Die Stummschaltung, Bewicks, Schwarz und Schwarzhals füllen die Reihen aus."
1,She oozes sexuality from every pore.,Sie sickert Sexualität aus jeder Pore.
0,"All you have to do is to work hard and perseveringly in this process, the ability to endure setbacks and failures, to keep your heart expand, can make things better.","Alles, was Sie tun müssen, ist, in diesem Prozess hart und beharrlich zu arbeiten. Die Fähigkeit, Rückschläge und Misserfolge zu ertragen, Ihr Herz zu halten, kann die Dinge besser machen."
1,His glassy stare made my flesh creep.,Sein glasiges Blick ließ mein Fleisch kriechen.
1,"Feeling deeply attached to between you and I resembles that wing wind of falling right away, our two personal heart , the flight being contented and happy wherever one may be with it.","Fühlen Sie sich tief mit zwischen Ihnen und mir befasst, wie der Wind von sofort fällt, unser zwei persönliches Herz, der Flug ist zufrieden und glücklich, wo immer man damit sein könnte."
1,"Leonora, expecting to be taken by storm after she'd flung down the gauntlet, found Penry in no hurry at all.","Leonora, der erwartete, im Sturm zu erlassen, nachdem sie den Gauntlet hinunterschleudert hatte, fand Penry in keinem Eile."
1,He looked like a miniature version of his father.,Er sah aus wie eine Miniaturversion seines Vaters.
1,This was rough stuff: a botched execution left one ex - bishop to cook more painfully than normal.,Dies war grobes Zeug: Eine verpfuschte Ausführung hat einen Ex -Bischof schmerzhafter als normal gekocht.
0,The amoeba is just as much an animal as the elephant.,Die Amöbe ist genauso ein Tier wie der Elefant.
0,He is a textbook example of how complicated it is to assign blame.,"Er ist ein Lehrbuchbeispiel dafür, wie kompliziert es ist, Schuld zuzuweisen."
0,"The trees, two white and one pink, were an extravaganza of blossom which floated down on to the chequered tablecloths.","Die Bäume, zwei Weiß und ein Rosa, waren eine Extravaganz aus Blüte, die auf die karierten Tischdecken hinunterging."
0,Here's his page in the yearbook!,Hier ist seine Seite im Jahrbuch!
0,It is a great looking dish that gets a textural bonus courtesy of crunchy hazelnuts.,"Es ist ein großartig aussehendes Gericht, das einen strukturellen Bonus mit freundlicher Genehmigung von knusprigen Haselnüssen erhält."
0,The surest way to hit woman's heart is to take aim kneel.,"Der sicherste Weg, um das Herz der Frau zu schlagen, besteht darin, Aim -Knie zu nehmen."
0,But it's the right that has led this bitter crusade to doubly punish criminals.,"Aber es ist das Richtige, das diesen bitteren Kreuzzug dazu veranlasst hat, Kriminelle doppelt zu bestrafen."
0,"My tale, my story here in Japan is kind of a serendipitous adventure, outrageous luck.","Meine Geschichte, meine Geschichte hier in Japan ist ein zufälliges Abenteuer, empörendes Glück."
1,"Coming from three deadly cheetahs, it's the kind of invitation that's best refused - but amazingly, this impala escaped unscathed from its encounter.","Aus drei tödliche Geparden stammt die Art von Einladung, die am besten abgelehnt wird - aber erstaunlicherweise entkam dieser Impala unversehrt aus seiner Begegnung."
0,Don't sport with her; she's an old-fashioned girl.,Sport nicht mit ihr; Sie ist ein altmodisches Mädchen.
1,All this mud's going to ruin my shoes.,All dieser Schlamm wird meine Schuhe ruinieren.
0,"Missouri is the Show-Me State, but it is also the Show-You State in leading by example, working hard for its own and giving generously to others.","Missouri ist der Show-Me-Staat, aber es ist auch der Show-you-Staat, der mit gutem Beispiel vorangeht, hart für seine eigenen arbeitet und großzügig an andere gibt."
1,I muttered like a fractious housewife.,Ich murmelte wie eine brüchige Hausfrau.
